Date,Time,Curve,Qflag,Site,Leaf Age,Chl a+b,Na,Pa,SLA,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,Press
2001/11/14,9:58,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,23.98333333,0.310833333,1023.333333,1.805,0.551166667,6,1,2.84,19.40833333,18.945,19.70833333,1199.983333,1168.7,16.69166667,18.81466667,64.58333333,72.79333333,500.2,499.5,87.50166667
2001/11/14,10:00,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,10.75833333,0.2975,1110,1.581666667,0.503333333,6,1,2.84,19.375,18.61,19.69333333,1199.733333,1184.583333,16.98166667,18.84333333,65.83,73.04666667,500.2833333,200,87.50833333
2001/11/14,10:02,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,6.261666667,0.275666667,1146.666667,1.44,0.491833333,6,1,2.84,19.5,18.585,19.9,1204.916667,1195.366667,17.2355,18.93183333,66.29666667,72.825,500.55,100.3333333,87.50833333
2001/11/14,10:04,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,2.076666667,0.256666667,1173.333333,1.311666667,0.477,6,1,2.84,19.51,18.51833333,19.93,1202.216667,1197.85,17.46016667,19.003,67.11833333,73.05,500.3666667,49.16666667,87.50666667
2001/11/14,11:11,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,12.25,0.210833333,241,1.911666667,0.834833333,6,1,2.84,18.29833333,19.08,18.675,359.5,344.0333333,13.522,15.78016667,56.09333333,65.46,500.15,1499.5,87.545
2001/11/14,11:14,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,6.886666667,0.212333333,134.3333333,1.973333333,0.856166667,6,1,2.84,18.37166667,19.25166667,18.67333333,201.0666667,192.3333333,13.47416667,15.80716667,55.63,65.265,499.4166667,1499.666667,87.54
2001/11/14,11:17,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,2.98,0.2135,72.5,1.985,0.857666667,6,1,2.84,18.39333333,19.28,18.67166667,101.4166667,97.61666667,13.495,15.84016667,55.63833333,65.30666667,500.2166667,1500,87.53166667
2001/11/14,11:20,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,0.595666667,0.214666667,43.01666667,2.013333333,0.8635,6,1,2.84,18.41833333,19.39166667,18.67,49.31666667,48.48333333,13.56983333,15.947,55.85666667,65.63833333,500.2333333,1499.833333,87.53166667
2001/11/14,11:23,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,-1.99,0.214166667,16.83333333,1.968333333,0.847666667,6,1,2.84,18.37666667,19.29666667,18.67166667,-1.233333333,1.133333333,13.65416667,15.97783333,56.35333333,65.945,500.2666667,1499.833333,87.54
2001/11/14,11:27,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,15.16666667,0.214166667,254,2,0.8595,6,1,2.84,18.49333333,19.47833333,18.67166667,398.75,379.6666667,13.76883333,16.1275,56.41833333,66.08333333,500.0333333,1500.166667,87.54
2001/11/14,11:30,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,24.3,0.2095,562.6666667,1.951666667,0.857833333,6,1,2.84,18.505,19.49333333,18.67166667,801.45,770.4833333,13.8735,16.178,56.80166667,66.23833333,500.1833333,1501,87.53333333
2001/11/14,11:32,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,25.8,0.204333333,740,1.858333333,0.834666667,6,1,2.84,18.39333333,19.295,18.67166667,1000.966667,967.8333333,13.92833333,16.12133333,57.435,66.47833333,500.0333333,1500.5,87.535
2001/11/14,11:35,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,26.21666667,0.194,923,1.685,0.796,6,1,2.84,18.175,18.86833333,18.67166667,1201.116667,1167.316667,13.90266667,15.8935,58.11666667,66.43833333,500.2166667,1500.333333,87.53833333
2001/11/14,11:37,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,22.71666667,0.180666667,945.6666667,1.455,0.735333333,6,1,2.84,18.09833333,18.20833333,18.67166667,1201.333333,1172.05,13.85383333,15.57366667,58.19166667,65.41333333,500.3333333,1001.166667,87.53833333
2001/11/14,11:40,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,17.68333333,0.166,984.3333333,1.27,0.694166667,6,1,2.84,18.07833333,17.62666667,18.67666667,1199.866667,1176.916667,13.68583333,15.18283333,57.555,63.84833333,500.6333333,500,87.53
2001/11/14,11:44,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,10.94333333,0.151333333,1050,1.13,0.674833333,6,1,2.84,18.02833333,17.26,18.67833333,1199.783333,1185.033333,13.5405,14.87366667,57.12,62.745,500.4,201,87.53166667
2001/11/14,11:47,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,5.945,0.1355,1103.333333,1.025,0.6815,6,1,2.84,18.005,17.115,18.675,1200.683333,1192.116667,13.38083333,14.591,56.52666667,61.64,500.4833333,99,87.53
2001/11/14,11:50,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,3.17,0.108833333,1130,0.859166667,0.7045,6,1,2.84,17.98666667,17.09,18.675,1198.116667,1193.1,13.278,14.29416667,56.15833333,60.455,500.0333333,49.66666667,87.52833333
2001/11/14,11:59,2,1,2,1,629.6447959,3.024549982,0.34002182,4.457,0.007383333,0.065633333,1183.333333,0.570333333,0.764166667,6,1,2.84,18.02666667,17.19,18.68,1200.783333,1200.066667,13.07366667,13.74883333,55.14333333,57.98833333,500.3833333,0.666666667,87.52
2001/11/14,13:34,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,18.18333333,0.271166667,216.5,3.236666667,1.115,6,1,2.84,23.03833333,23.48166667,23.16333333,361.6333333,338.4833333,16.58033333,20.38183333,51.42833333,63.21666667,500.35,1499.833333,87.66666667
2001/11/14,13:36,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,8.733333333,0.304166667,134.8333333,3.505,1.09,6,1,2.84,23.01833333,23.35166667,23.25833333,199.7833333,188.5166667,16.32483333,20.441,50.70166667,63.485,500.3833333,1500.833333,87.675
2001/11/14,13:38,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,2.523333333,0.299166667,79.03333333,3.49,1.1,6,1,2.84,23.04333333,23.34666667,23.32333333,98.93333333,95.5,16.19633333,20.29416667,50.23666667,62.94833333,500.35,1500,87.69
2001/11/14,13:40,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,-0.04105,0.291333333,47.96666667,3.385,1.093333333,6,1,2.84,22.89333333,23.145,23.20333333,48.85,48.68333333,15.986,19.966,50.03833333,62.49666667,500.1833333,1500.5,87.68
2001/11/14,13:42,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,-2.976666667,0.2835,21.51666667,3.236666667,1.073333333,6,1,2.84,22.58333333,22.87,22.90333333,-0.016666667,3.566666667,15.85966667,19.66733333,50.57833333,62.72166667,500.2666667,1499.5,87.68166667
2001/11/14,13:46,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,19.11666667,0.289333333,254,3.571666667,1.158333333,6,1,2.84,23.27833333,23.56833333,23.48666667,400.1833333,375.65,15.85133333,20.0465,48.47333333,61.3,500.2666667,1499.5,87.68166667
2001/11/14,13:49,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,31.25,0.288833333,557,3.716666667,1.21,6,1,2.84,23.77333333,23.98833333,24.01,800.8166667,759.9666667,15.96483333,20.33233333,47.385,60.35166667,500.2833333,1499,87.69
2001/11/14,13:51,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,34.03333333,0.2865,730.8333333,3.836666667,1.258333333,6,1,2.84,24.2,24.385,24.435,1002.216667,956.9,16.09533333,20.612,46.565,59.63166667,499.3,1500.166667,87.69
2001/11/14,13:53,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,35.43333333,0.275166667,906,3.758333333,1.275,6,1,2.84,24.39333333,24.505,24.67666667,1201.166667,1153.45,16.22916667,20.64216667,46.41666667,59.03666667,500.3666667,1500.333333,87.695
2001/11/14,13:55,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,29.41666667,0.248833333,933.6666667,3.293333333,1.228333333,6,1,2.84,24.395,24.015,24.73166667,1200.483333,1160.583333,16.3065,20.183,46.635,57.71833333,499.5166667,1000,87.695
2001/11/14,13:56,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,21.11666667,0.216166667,982.1666667,2.813333333,1.193333333,6,1,2.84,24.41,23.595,24.78,1201.683333,1172.35,16.41016667,19.72066667,46.88,56.335,499.5,500.5,87.69333333
2001/11/14,13:59,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,9.326666667,0.1795,1070,2.363333333,1.195,6,1,2.84,24.505,23.4,24.94,1197.866667,1183.3,16.527,19.311,46.95166667,54.86166667,499.4666667,201,87.69333333
2001/11/14,14:01,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,4.335,0.125333333,1110,1.746666667,1.24,6,1,2.84,24.44,23.325,24.92333333,1200.933333,1193.233333,16.58266667,18.63966667,47.29166667,53.15666667,499.45,99.66666667,87.695
2001/11/14,14:03,3,1,2,0,467.4967347,2.287157623,0.17064218,4.61,1.159833333,0.078966667,1148.333333,1.125,1.256666667,6,1,2.84,24.115,23.08,24.62666667,1204.366667,1201.333333,16.6665,17.99716667,48.46666667,52.33666667,499.4,50.16666667,87.69166667
2001/11/14,13:34,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,18.18333333,0.271166667,216.5,3.236666667,1.115,6,1,2.84,23.03833333,23.48166667,23.16333333,361.6333333,338.4833333,16.58033333,20.38183333,51.42833333,63.21666667,500.35,1499.833333,87.66666667
2001/11/14,13:36,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,8.733333333,0.304166667,134.8333333,3.505,1.09,6,1,2.84,23.01833333,23.35166667,23.25833333,199.7833333,188.5166667,16.32483333,20.441,50.70166667,63.485,500.3833333,1500.833333,87.675
2001/11/14,13:38,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,2.523333333,0.299166667,79.03333333,3.49,1.1,6,1,2.84,23.04333333,23.34666667,23.32333333,98.93333333,95.5,16.19633333,20.29416667,50.23666667,62.94833333,500.35,1500,87.69
2001/11/14,13:40,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,-0.04105,0.291333333,47.96666667,3.385,1.093333333,6,1,2.84,22.89333333,23.145,23.20333333,48.85,48.68333333,15.986,19.966,50.03833333,62.49666667,500.1833333,1500.5,87.68
2001/11/14,13:42,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,-2.976666667,0.2835,21.51666667,3.236666667,1.073333333,6,1,2.84,22.58333333,22.87,22.90333333,-0.016666667,3.566666667,15.85966667,19.66733333,50.57833333,62.72166667,500.2666667,1499.5,87.68166667
2001/11/14,13:46,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,19.11666667,0.289333333,254,3.571666667,1.158333333,6,1,2.84,23.27833333,23.56833333,23.48666667,400.1833333,375.65,15.85133333,20.0465,48.47333333,61.3,500.2666667,1499.5,87.68166667
2001/11/14,13:49,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,31.25,0.288833333,557,3.716666667,1.21,6,1,2.84,23.77333333,23.98833333,24.01,800.8166667,759.9666667,15.96483333,20.33233333,47.385,60.35166667,500.2833333,1499,87.69
2001/11/14,13:51,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,34.03333333,0.2865,730.8333333,3.836666667,1.258333333,6,1,2.84,24.2,24.385,24.435,1002.216667,956.9,16.09533333,20.612,46.565,59.63166667,499.3,1500.166667,87.69
2001/11/14,13:53,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,35.43333333,0.275166667,906,3.758333333,1.275,6,1,2.84,24.39333333,24.505,24.67666667,1201.166667,1153.45,16.22916667,20.64216667,46.41666667,59.03666667,500.3666667,1500.333333,87.695
2001/11/14,13:55,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,29.41666667,0.248833333,933.6666667,3.293333333,1.228333333,6,1,2.84,24.395,24.015,24.73166667,1200.483333,1160.583333,16.3065,20.183,46.635,57.71833333,499.5166667,1000,87.695
2001/11/14,13:56,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,21.11666667,0.216166667,982.1666667,2.813333333,1.193333333,6,1,2.84,24.41,23.595,24.78,1201.683333,1172.35,16.41016667,19.72066667,46.88,56.335,499.5,500.5,87.69333333
2001/11/14,13:59,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,9.326666667,0.1795,1070,2.363333333,1.195,6,1,2.84,24.505,23.4,24.94,1197.866667,1183.3,16.527,19.311,46.95166667,54.86166667,499.4666667,201,87.69333333
2001/11/14,14:01,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,4.335,0.125333333,1110,1.746666667,1.24,6,1,2.84,24.44,23.325,24.92333333,1200.933333,1193.233333,16.58266667,18.63966667,47.29166667,53.15666667,499.45,99.66666667,87.695
2001/11/14,14:03,4,1,2,1,585.6827551,3.273251622,0.445782167,4.731,1.159833333,0.078966667,1148.333333,1.125,1.256666667,6,1,2.84,24.115,23.08,24.62666667,1204.366667,1201.333333,16.6665,17.99716667,48.46666667,52.33666667,499.4,50.16666667,87.69166667
2001/11/15,8:52,5,1,3,-1,0,0,0,0,12.98333333,0.231333333,241.3333333,2.62,1.06,6,1,2.84,17.24666667,18.01833333,17.35666667,359.6833333,343.0166667,8.401166667,11.5045,37.50166667,51.35333333,500.2,1499,88.16166667
2001/11/15,8:55,5,1,3,-1,0,0,0,0,7.215,0.235166667,134.5,2.681666667,1.07,6,1,2.84,17.385,18.17666667,17.48166667,199.6166667,190.35,8.453666667,11.632,37.405,51.46833333,500.05,1500,88.165
2001/11/15,8:57,5,1,3,-1,0,0,0,0,2.393333333,0.237166667,77.21666667,2.708333333,1.07,6,1,2.84,17.48,18.265,17.58666667,99.4,96.2,8.5125,11.73033333,37.44,51.59,499.4,1500,88.165
2001/11/15,8:59,5,1,3,-1,0,0,0,0,0.555533333,0.239166667,45.31666667,2.7,1.06,6,1,2.84,17.42166667,18.19,17.53333333,51.05,50.21666667,8.565833333,11.77083333,37.815,51.96166667,499.4166667,1500,88.16666667
2001/11/15,9:02,5,1,3,-1,0,0,0,0,-1.998333333,0.240833333,17.66666667,2.67,1.04,6,1,2.84,17.30166667,18.055,17.42,1.233333333,3.633333333,8.607,11.77466667,38.28666667,52.37666667,499.2166667,1500.666667,88.16
2001/11/15,9:06,5,1,3,-1,0,0,0,0,14.93333333,0.244666667,271,2.715,1.045,6,1,2.84,17.44,18.14333333,17.56,401.3833333,382.2166667,8.636,11.85683333,38.085,52.29,500.1,1499.666667,88.16666667
2001/11/15,9:09,5,1,3,-1,0,0,0,0,21.38333333,0.2445,606.6666667,2.735,1.05,6,1,2.84,17.54333333,18.23166667,17.67,798.5,770.3166667,8.659666667,11.9025,37.93,52.13166667,500.0333333,1500.833333,88.16333333
2001/11/15,9:11,5,1,3,-1,0,0,0,0,22.13333333,0.2455,798.5,2.75,1.056666667,6,1,2.84,17.60666667,18.28166667,17.73333333,1000.25,970.4833333,8.679666667,11.94116667,37.86833333,52.09666667,500.0666667,1500,88.16333333
2001/11/15,9:13,5,1,3,-1,0,0,0,0,23.3,0.243833333,985.1666667,2.768333333,1.07,6,1,2.84,17.72666667,18.39666667,17.85,1202.25,1170.4,8.704333333,11.98533333,37.69666667,51.90333333,500.2833333,1499.5,88.165
2001/11/15,9:16,5,1,3,-1,0,0,0,0,19.95,0.2295,1005.833333,2.526666667,1.03,6,1,2.84,17.77,17.955,17.93,1201.866667,1174.366667,8.737666667,11.732,37.73833333,50.67,500.3166667,1000.833333,88.16166667
2001/11/15,9:18,5,1,3,-1,0,0,0,0,14.26666667,0.212666667,1046.666667,2.26,0.990666667,6,1,2.84,17.74833333,17.44,17.935,1202.216667,1181.916667,8.761833333,11.44233333,37.89166667,49.48666667,500.3,499.6666667,88.16333333
2001/11/15,9:20,5,1,3,-1,0,0,0,0,9.315,0.198166667,1088.333333,2.061666667,0.966333333,6,1,2.84,17.71333333,17.10666667,17.945,1201.333333,1187.233333,8.798833333,11.24533333,38.13833333,48.74166667,500.25,200.8333333,88.165
2001/11/15,9:22,5,1,3,-1,0,0,0,0,4.438333333,0.185,1128.333333,1.91,0.954333333,6,1,2.84,17.60833333,16.89833333,17.87,1197.816667,1189.733333,8.822833333,11.0875,38.48833333,48.37,500.45,101,88.16833333
2001/11/15,9:28,5,1,3,-1,0,0,0,0,1.943333333,0.157666667,1155,1.613333333,0.937333333,6,1,2.84,17.25833333,16.50333333,17.54333333,1200.166667,1195.5,8.823,10.73916667,39.355,47.905,499.4666667,49.83333333,88.16666667
2001/11/15,9:30,5,1,3,-1,0,0,0,0,-1.313166667,0.143,1196.666667,1.491666667,0.9505,6,1,2.84,17.27,16.50333333,17.56166667,1201.533333,1200.966667,8.817833333,10.59066667,39.30666667,47.20833333,499.3333333,0.5,88.16666667
2001/11/15,10:16,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,16.91666667,0.339,247.3333333,2.21,0.629166667,6,1,2.84,17.96833333,18.94,18.04,360.2166667,339,15.17133333,17.772,64.73666667,75.835,500.15,1500.166667,88.205
2001/11/15,10:18,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,9.053333333,0.322166667,138.8333333,2.186666667,0.651833333,6,1,2.84,18.155,19.13333333,18.225,201.6666667,190.3,15.2425,17.82283333,64.27833333,75.16166667,499.0833333,1499.833333,88.20166667
2001/11/15,10:21,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,3.343333333,0.326833333,76.2,2.258333333,0.665333333,6,1,2.84,18.35166667,19.31833333,18.42333333,99.5,95.23333333,15.29083333,17.9575,63.7,74.80833333,499.2833333,1499,88.20166667
2001/11/15,10:23,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,1.333,0.329333333,42.31666667,2.308333333,0.675333333,6,1,2.84,18.48333333,19.46,18.54833333,51.75,50.01666667,15.341,18.06616667,63.37666667,74.63166667,499.3,1501,88.20666667
2001/11/15,10:25,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,-2.688333333,0.334,17.91666667,2.413333333,0.695833333,6,1,2.84,18.775,19.72333333,18.84833333,0.683333333,3.9,15.41733333,18.26283333,62.545,74.08666667,499.2166667,1500.5,88.20666667
2001/11/15,10:29,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,18.28333333,0.3295,275,2.38,0.695,6,1,2.84,18.91,19.77333333,18.99666667,399.5833333,376.5833333,15.55533333,18.35683333,62.56,73.82833333,500.2666667,1499.5,88.2
2001/11/15,10:31,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,25.73333333,0.334166667,624.5,2.39,0.688833333,6,1,2.84,18.99833333,19.81833333,19.07333333,801.8666667,768.8,15.686,18.498,62.75666667,74.00666667,500.35,1500,88.20333333
2001/11/15,10:34,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,27.28333333,0.339333333,810.6666667,2.428333333,0.690166667,6,1,2.84,19.135,19.91833333,19.20333333,999.1,963.4666667,15.78516667,18.6475,62.61,73.96166667,499.3,1499.666667,88.2
2001/11/15,10:38,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,28.03333333,0.334166667,1002.5,2.383333333,0.688,6,1,2.84,19.17666667,19.925,19.245,1200.666667,1163.733333,15.881,18.6875,62.81666667,73.91833333,500.3333333,1499.5,88.19666667
2001/11/15,10:40,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,24.33333333,0.316,1023.333333,2.138333333,0.648,6,1,2.84,19.22,19.47,19.29,1202.266667,1170.083333,15.88266667,18.39783333,62.66166667,72.585,500.3666667,1000.5,88.195
2001/11/15,10:41,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,16.7,0.297666667,1068.333333,1.845,0.591833333,6,1,2.84,19.22833333,18.85,19.325,1199.683333,1177.083333,15.8875,18.061,62.64333333,71.21333333,500.55,500.6666667,88.19
2001/11/15,10:44,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,10.11833333,0.297666667,1116.666667,1.581666667,0.507,6,1,2.84,18.96666667,18.05166667,18.99333333,1202.183333,1187.766667,15.95383333,17.81483333,63.93166667,71.38833333,500.5166667,199,88.19
2001/11/15,10:46,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,5.931666667,0.2915,1150,1.405,0.459666667,6,1,2.84,18.71333333,17.56666667,18.68,1201.8,1192.683333,15.98683333,17.644,65.085,71.83,500,100.5,88.19
2001/11/15,10:48,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,3.415,0.272166667,1163.333333,1.39,0.484333333,6,1,2.84,18.84166667,17.715,18.84333333,1201.433333,1195.333333,15.93266667,17.57533333,64.355,70.98833333,499.6,50,88.19
2001/11/15,10:51,6,1,3,1,515.3673469,2.576236456,0.348063021,4.393,-0.141333333,0.218833333,1190,1.31,0.556833333,6,1,2.84,18.90666667,18.20833333,19.04666667,1200.433333,1198.733333,15.9375,17.48416667,64.11166667,70.33166667,499.3666667,-0.333333333,88.18166667
2001/11/15,15:16,7,1,3,0,522.8139796,2.963949093,0.254827462,4.762,11.06666667,0.121166667,190.6666667,1.61,1.19,6,1,2.84,20.26166667,21.55166667,20.27666667,361.6,347.6833333,13.9285,15.82833333,51.34666667,58.35166667,500.3666667,1499.333333,87.91833333
2001/11/15,15:19,7,1,3,0,522.8139796,2.963949093,0.254827462,4.762,5.93,0.124,109.8333333,1.63,1.18,6,1,2.84,20.205,21.49666667,20.21166667,199.9166667,192.4666667,13.92183333,15.84716667,51.495,58.615,500.4833333,1500.166667,87.91166667
2001/11/15,15:21,7,1,3,0,522.8139796,2.963949093,0.254827462,4.762,1.692833333,0.127166667,73.15,1.645,1.16,6,1,2.84,20.08833333,21.35833333,20.08833333,99.38333333,97.13333333,13.888,15.83233333,51.74666667,58.99,499.4333333,1499.5,87.90333333
2001/11/15,15:24,7,1,3,0,522.8139796,2.963949093,0.254827462,4.762,0.302616667,0.132,44.55,1.695,1.156666667,6,1,2.84,20.06666667,21.32666667,20.11166667,49.8,49.35,13.82333333,15.82766667,51.57166667,59.04666667,499.2666667,1499,87.90333333
2001/11/15,15:26,7,1,3,0,522.8139796,2.963949093,0.254827462,4.762,-1.975,0.133833333,26.6,1.701666667,1.146666667,6,1,2.84,20.05666667,21.275,20.13166667,-0.083333333,2.283333333,13.83483333,15.847,51.635,59.14833333,499.2333333,1500,87.9
2001/11/15,15:31,7,1,3,0,522.8139796,2.963949093,0.254827462,4.762,13.4,0.139666667,215.8333333,1.763333333,1.138333333,6,1,2.84,20.045,21.25166667,20.095,398.9166667,382,13.82783333,15.9105,51.64833333,59.42833333,499.1833333,1499.333333,87.89
2001/11/15,15:33,7,1,3,0,522.8139796,2.963949093,0.254827462,4.762,24.53333333,0.141833333,467.5,1.811666667,1.151666667,6,1,2.84,20.20166667,21.38333333,20.25166667,800.6166667,769.4833333,13.82183333,15.96066667,51.125,59.03666667,500.0833333,1499.333333,87.89
2001/11/15,15:35,7,1,3,0,522.8139796,2.963949093,0.254827462,4.762,25.53333333,0.142166667,650.8333333,1.815,1.15,6,1,2.84,20.22,21.37,20.27833333,1000.416667,967.6666667,13.81983333,15.95983333,51.05833333,58.96333333,500.3,1499.333333,87.88833333
2001/11/15,15:37,7,1,3,0,522.8139796,2.963949093,0.254827462,4.762,25.96666667,0.140333333,837.6666667,1.835,1.18,6,1,2.84,20.37,21.56,20.415,1202.216667,1168.5,13.80466667,15.97116667,50.52833333,58.45833333,500.2666667,1501,87.885
2001/11/15,15:40,7,1,3,0,522.8139796,2.963949093,0.254827462,4.762,22.88333333,0.129833333,856.3333333,1.63,1.128333333,6,1,2.84,20.51666667,21.11833333,20.58,1200.45,1170.716667,13.85116667,15.7735,50.24666667,57.22,500.4333333,1000.333333,87.88666667
2001/11/15,15:46,7,1,3,0,522.8139796,2.963949093,0.254827462,4.762,15.36666667,0.060983333,749.1666667,0.745666667,1.075,6,1,2.84,20.17,20.21333333,20.33166667,1198.45,1178.966667,13.95183333,14.83383333,51.70166667,54.97,499.6833333,501,87.87833333
2001/11/15,15:52,7,1,3,0,522.8139796,2.963949093,0.254827462,4.762,5.886666667,0.019083333,679.3333333,0.240666667,1.093333333,6,1,2.84,20.12833333,19.93833333,20.31833333,1201.133333,1193.7,13.87816667,14.16316667,51.56166667,52.62,499.6833333,199.5,87.87666667
2001/11/15,15:58,7,1,3,0,522.8139796,2.963949093,0.254827462,4.762,2.903833333,0.009991667,714,0.1255,1.085,6,1,2.84,20.08833333,19.78166667,20.305,1202.966667,1199.316667,13.84416667,13.99233333,51.55833333,52.10833333,500.75,100.8333333,87.88
